trade,scope_category,labor_hours,labor_rate,labor_cost,labor_burden_pct,material_cost,markup_pct,total_cost,is_anomaly,anomaly_type
plumbing,design_error,17.1,70.64,1207.2,0.339,841.53,0.1232,2301.13,0,none
plumbing,owner_directive,5.9,80.14,472.02,0.328,297.78,0.0986,845.68,0,none
plumbing,owner_directive,43.2,78.05,3370.94,0.292,2203.35,0.1324,6312.11,0,none
drywall,unforeseen_condition,25.4,61.1,1554.01,0.332,845.63,0.521,3649.85,1,inflated_markup
concrete,unforeseen_condition,28.9,65.93,1905.19,0.325,1872.32,0.0745,4058.88,0,none
steel,code_compliance,46.1,80.68,3719.77,0.289,10421.1,0.0778,15240.48,0,none
concrete,code_compliance,14.0,258.65,3621.1,0.281,1064.48,0.0996,5152.26,1,labor_rate_spike
electrical,unforeseen_condition,27.4,84.87,2321.88,0.347,1065.74,0.0953,3710.34,0,none
hvac,code_compliance,14.1,95.52,1350.55,0.321,1412.3,0.1399,3149.29,0,none
plumbing,owner_directive,24.9,92.37,2296.59,0.316,1622.06,0.1161,4373.46,0,none
steel,owner_directive,69.4,87.27,6056.79,0.289,7569.62,0.1176,15228.61,0,none
hvac,value_engineering,47.5,82.51,3922.75,0.3,6640.71,0.1262,11896.72,0,none
drywall,code_compliance,58.6,58.45,3424.22,0.292,1685.6,0.7472,8927.88,1,inflated_markup
mechanical,design_error,47.2,81.35,3835.69,0.332,3556.7,0.0809,7990.58,0,none
mechanical,unforeseen_condition,21.9,97.26,2130.35,0.298,2075.11,0.1025,4636.52,0,none
hvac,unforeseen_condition,11.4,94.97,1082.1,0.297,1014.73,0.0934,2292.58,0,none
steel,design_error,63.6,91.57,5821.23,0.304,14819.84,0.0904,22506.79,0,none
general,design_error,39.3,74.15,2911.07,0.347,1081.71,0.1791,4707.82,0,none
steel,code_compliance,51.3,95.61,4908.09,0.334,8777.77,0.0986,15035.07,0,none
plumbing,code_compliance,28.4,77.31,2196.09,0.344,1083.42,0.0802,3542.66,0,none
electrical,owner_directive,28.3,360.46,10201.02,0.321,2202.83,0.0982,13621.91,1,labor_rate_spike
mechanical,owner_directive,18.4,98.02,1802.72,0.333,1765.6,0.7111,6105.75,1,inflated_markup
steel,design_error,26.6,85.29,2267.23,0.294,2522.14,0.1178,5353.78,0,none
general,owner_directive,12.9,50.82,654.81,0.322,429.21,0.1663,1264.29,0,none
general,owner_directive,9.9,68.72,680.5,0.282,398.5,0.1106,1198.28,0,none
plumbing,code_compliance,15.8,92.64,1460.25,0.291,1408.01,0.1297,3240.36,0,none
plumbing,design_error,48.2,87.58,4221.76,0.962,2156.42,0.1404,7273.62,1,labor_burden_inflation
hvac,unforeseen_condition,22.6,79.87,1802.95,0.9,1593.25,0.132,3844.39,1,labor_burden_inflation
electrical,design_error,11.0,90.31,995.03,0.333,1022.13,0.1194,2257.99,0,none
drywall,owner_directive,44.6,67.77,3024.21,0.323,1605.7,0.1246,5206.89,0,none
drywall,unforeseen_condition,23.9,60.17,1436.32,0.312,780.4,0.0891,2414.27,0,none
steel,design_error,31.8,90.89,2887.26,0.343,3169.2,0.1128,6739.66,0,none
drywall,design_error,23.0,61.22,1409.26,0.343,912.25,0.1483,2665.69,0,none
drywall,owner_directive,33.3,246.83,8219.44,0.321,688.39,0.088,9691.72,1,labor_rate_spike
drywall,unforeseen_condition,545.2,62.47,34058.64,0.324,764.62,0.1253,39186.61,1,unrealistic_hours
concrete,design_error,73.3,65.17,4774.1,0.334,6847.85,0.1187,13001.46,0,none
steel,value_engineering,40.1,82.83,3324.71,0.343,5334.89,0.1149,9654.61,0,none
steel,unforeseen_condition,59.6,83.32,4965.0,0.3,5569.21,0.116,11756.14,0,none
plumbing,design_error,27.5,77.41,2126.25,0.306,1862.35,0.0818,4315.02,0,none
electrical,owner_directive,20.3,77.95,1583.04,0.299,1185.58,0.1299,3128.31,0,none
plumbing,unforeseen_condition,11.5,71.54,820.92,0.297,902.83,0.128,1944.42,0,none
general,owner_directive,18.3,57.82,1059.05,0.286,545.66,0.1732,1882.69,0,none
general,owner_directive,30.0,67.55,2023.34,0.347,1069.01,0.1,3401.6,0,none
plumbing,owner_directive,28.2,77.33,2178.62,0.335,1966.85,0.143,4738.35,0,none
general,code_compliance,27.4,52.94,1449.0,0.347,777.52,0.1467,2553.08,0,none
general,design_error,24.3,62.79,1528.72,0.282,385.02,0.1172,2138.11,0,none
steel,code_compliance,49.2,95.13,4678.5,0.314,8221.56,0.0718,13826.78,0,none
general,value_engineering,14.5,60.98,884.92,0.282,4919.04,0.1538,6696.61,1,material_cost_spike
drywall,value_engineering,49.5,54.95,2721.14,0.282,1587.21,0.0916,4703.05,0,none
general,unforeseen_condition,29.9,73.3,2194.78,0.316,1198.26,0.1073,3757.18,0,none
plumbing,owner_directive,6.3,70.19,444.0,0.341,366.99,0.1238,911.42,0,none
steel,code_compliance,64.4,101.52,6533.37,0.282,13472.01,0.0773,21550.98,0,none
steel,unforeseen_condition,53.1,88.82,4715.22,0.317,5634.65,0.1113,11502.17,0,none
drywall,owner_directive,52.5,231.15,12135.38,0.301,1874.74,0.1412,15988.35,1,labor_rate_spike
plumbing,value_engineering,38.4,79.45,3050.75,0.296,3415.77,0.1328,7325.57,0,none
mechanical,code_compliance,33.6,73.88,2482.01,0.291,1576.34,0.1231,4558.09,0,none
general,design_error,31.3,57.38,1793.36,0.294,585.48,0.147,2728.42,0,none
hvac,value_engineering,61.4,76.49,4697.21,0.346,5532.19,0.0957,11208.51,0,none
hvac,code_compliance,62.2,75.6,4702.27,0.28,6193.8,0.1113,12108.52,0,none
drywall,value_engineering,37.8,62.74,2369.45,0.319,1253.7,0.7484,6334.72,1,inflated_markup
drywall,owner_directive,52.8,56.71,2996.56,0.329,2167.7,0.1158,5762.32,0,none
mechanical,unforeseen_condition,10.3,92.98,955.86,0.343,3377.88,0.1225,4864.62,1,material_cost_spike
drywall,unforeseen_condition,56.8,56.3,3196.96,0.339,2188.05,0.0892,5865.61,0,none
drywall,value_engineering,38.1,45.02,1714.46,0.286,1114.03,0.1233,3177.28,0,none
drywall,code_compliance,44.4,49.34,2193.28,0.297,1557.17,0.087,4076.91,0,none
concrete,value_engineering,69.3,60.29,4177.24,0.331,4293.3,0.1173,9464.45,0,none
mechanical,owner_directive,51.9,94.15,4889.48,0.301,4653.51,0.1378,10858.13,0,none
hvac,unforeseen_condition,9.4,90.82,851.43,0.345,1148.01,0.7181,3435.24,1,inflated_markup
steel,owner_directive,16.9,320.54,5417.13,0.328,2702.76,0.1107,9018.76,1,labor_rate_spike
mechanical,code_compliance,18.7,282.39,5280.69,0.296,1995.48,0.1389,8286.83,1,labor_rate_spike
general,value_engineering,4.1,56.04,227.03,0.348,102.95,0.1473,378.57,0,none
steel,owner_directive,74.4,78.51,5838.67,0.332,6292.27,0.1142,13516.32,0,none
electrical,value_engineering,39.2,79.31,3107.78,0.979,1934.63,0.1488,5792.61,1,labor_burden_inflation
hvac,unforeseen_condition,57.9,80.31,4647.72,0.328,9003.14,0.1461,15645.57,0,none
hvac,owner_directive,76.8,97.84,7511.78,0.292,15385.17,0.1023,25238.69,0,none
general,code_compliance,16.0,65.48,1044.81,0.296,655.78,0.1676,1985.6,0,none
mechanical,unforeseen_condition,54.9,98.22,5394.12,0.307,5218.0,0.1048,11724.37,0,none
plumbing,design_error,4.1,71.66,291.87,0.35,220.92,0.1041,566.17,0,none
concrete,unforeseen_condition,15.7,56.92,891.34,0.299,980.41,0.0926,2045.15,0,none
plumbing,owner_directive,31.4,71.36,2243.81,0.284,1064.26,0.1291,3735.21,0,none
concrete,code_compliance,60.0,66.42,3984.74,0.345,2887.03,0.095,7524.89,0,none
steel,code_compliance,64.6,79.37,5123.18,0.308,8440.8,0.0567,14333.3,0,none
mechanical,owner_directive,508.6,79.65,40509.99,0.328,2454.92,0.1315,48614.8,1,unrealistic_hours
concrete,code_compliance,24.7,56.02,1385.49,0.786,2282.42,0.1073,4061.32,1,labor_burden_inflation
hvac,unforeseen_condition,70.3,401.34,28214.2,0.322,7999.05,0.1183,40497.28,1,labor_rate_spike
drywall,unforeseen_condition,54.1,46.85,2536.6,0.328,1833.36,0.1495,5023.19,0,none
steel,owner_directive,71.0,78.79,5594.63,0.314,10077.2,0.0836,16982.08,0,none
concrete,owner_directive,22.1,75.84,1675.0,0.297,1318.49,0.1025,3300.46,0,none
mechanical,code_compliance,27.3,70.32,1918.3,0.282,2468.77,0.1042,4844.24,0,none
general,unforeseen_condition,6.4,62.58,403.06,0.3,212.03,0.1645,716.26,0,none
steel,design_error,44.1,80.23,3537.02,0.326,8692.76,0.0951,13392.77,0,none
steel,code_compliance,40.1,97.15,3897.33,0.283,13053.58,0.0552,17886.6,1,material_cost_spike
concrete,value_engineering,47.5,72.99,3465.09,0.285,4792.41,0.4099,11642.25,1,inflated_markup
mechanical,value_engineering,53.2,99.68,5302.64,0.339,7935.63,0.0971,14524.09,0,none
plumbing,owner_directive,33.2,86.55,2869.06,0.331,2331.95,0.0811,5623.01,0,none
plumbing,value_engineering,47.6,79.94,3804.97,0.347,2162.79,0.1459,6838.5,0,none
plumbing,code_compliance,13.1,344.51,4513.08,0.287,1146.08,0.0961,6203.01,1,labor_rate_spike
general,owner_directive,33.5,62.37,2089.12,0.29,1149.33,0.175,3805.24,0,none
plumbing,value_engineering,40.7,91.82,3733.53,0.295,2802.13,0.0892,7118.32,0,none
steel,code_compliance,47.0,81.41,3826.34,0.306,7983.64,0.0652,12580.24,0,none
plumbing,owner_directive,24.8,93.35,2313.7,0.333,1313.54,0.1021,3997.77,0,none
hvac,value_engineering,30.4,86.66,2635.32,0.319,10779.63,0.0982,14732.3,1,material_cost_spike
drywall,owner_directive,55.7,64.29,3578.13,0.321,1983.5,0.087,6045.52,0,none
electrical,code_compliance,30.6,73.67,2253.91,0.309,1000.36,0.1067,3601.39,0,none
electrical,code_compliance,261.1,74.46,19441.51,0.329,895.3,0.0988,22346.09,1,unrealistic_hours
plumbing,owner_directive,40.0,78.15,3123.07,0.303,1768.55,0.1269,5512.29,0,none
plumbing,design_error,9.4,74.35,697.8,0.295,489.48,0.1229,1333.14,0,none
drywall,unforeseen_condition,15.5,59.37,922.98,0.315,538.38,0.1178,1633.52,0,none
general,unforeseen_condition,36.6,65.07,2382.97,0.947,990.05,0.1054,3728.69,1,labor_burden_inflation
general,value_engineering,35.0,56.93,1994.91,0.327,688.92,0.1549,3099.65,0,none
drywall,value_engineering,35.8,67.51,2416.21,0.316,1040.85,0.1105,3839.05,0,none
general,value_engineering,5.3,51.26,273.74,0.287,166.9,0.1718,516.35,0,none
steel,code_compliance,44.2,93.22,4124.25,0.303,4364.1,0.0974,9315.43,0,none
electrical,design_error,8.0,73.92,588.64,0.337,380.45,0.1058,1071.65,0,none
general,design_error,35.1,72.11,2527.77,0.348,1025.78,0.1469,4075.47,0,none
steel,owner_directive,81.9,77.59,6357.28,0.341,16731.07,0.1159,25763.83,0,none
electrical,code_compliance,35.3,74.32,2626.11,0.334,1368.63,0.1047,4412.87,0,none
general,code_compliance,19.8,52.69,1045.59,0.324,302.97,0.1389,1535.9,0,none
hvac,code_compliance,28.2,92.04,2592.68,0.329,4139.69,0.4933,10053.45,1,inflated_markup
mechanical,unforeseen_condition,48.8,87.29,4257.08,0.289,3225.64,0.1301,8456.45,0,none
drywall,owner_directive,547.1,57.97,31715.39,0.343,894.59,0.1209,36552.53,1,unrealistic_hours
steel,value_engineering,22.9,89.81,2056.38,0.348,2353.73,0.0679,4709.74,0,none
drywall,unforeseen_condition,52.0,51.87,2696.43,0.314,1788.17,0.1194,5020.24,0,none
general,owner_directive,306.9,61.92,19003.25,0.342,579.9,0.1464,22450.12,1,unrealistic_hours
plumbing,value_engineering,14.8,75.93,1123.32,0.303,1221.46,0.1109,2604.92,0,none
general,owner_directive,35.1,61.58,2162.97,0.296,1355.46,0.1263,3962.7,0,none
mechanical,value_engineering,47.8,80.9,3869.66,0.302,4507.4,0.1431,9575.72,0,none
electrical,value_engineering,22.1,86.18,1907.37,0.323,1963.8,0.1156,4318.56,0,none
plumbing,design_error,30.1,84.92,2557.76,0.319,14084.98,0.0849,18055.71,1,material_cost_spike
hvac,owner_directive,14.0,102.58,1431.73,0.292,2895.91,0.1186,4840.95,0,none
general,code_compliance,34.2,61.92,2116.83,0.33,672.2,0.1774,3283.91,0,none
electrical,owner_directive,24.6,68.08,1671.63,0.295,732.18,0.1138,2677.28,0,none
steel,design_error,58.5,84.03,4919.38,0.305,11164.79,0.0725,17250.06,0,none
general,design_error,4.4,73.95,323.84,0.325,214.16,0.1546,621.2,0,none
electrical,owner_directive,22.6,93.04,2102.01,0.952,1491.32,0.1104,3990.04,1,labor_burden_inflation
electrical,unforeseen_condition,37.6,83.92,3157.81,0.296,3025.39,0.0872,6722.62,0,none
electrical,unforeseen_condition,35.0,76.02,2659.88,0.304,2251.91,0.0951,5378.76,0,none
mechanical,unforeseen_condition,39.5,96.68,3816.82,0.324,3806.34,0.5271,11641.33,1,inflated_markup
drywall,value_engineering,48.6,50.25,2442.15,0.323,1661.72,0.0952,4494.73,0,none
concrete,unforeseen_condition,17.4,75.67,1313.21,0.32,1549.35,0.1107,3179.33,0,none
mechanical,code_compliance,59.9,70.15,4203.84,0.644,4940.39,0.0969,10030.49,1,labor_burden_inflation
mechanical,design_error,16.4,99.22,1631.41,0.299,2039.09,0.1193,4108.5,0,none
drywall,value_engineering,18.4,64.62,1189.15,0.285,951.82,0.0859,2324.91,0,none
general,owner_directive,12.0,61.95,746.2,0.319,386.33,0.1153,1263.07,0,none
mechanical,value_engineering,365.3,95.74,34973.82,0.329,2454.9,0.1213,41968.82,1,unrealistic_hours
concrete,owner_directive,16.9,70.17,1183.29,0.339,1271.15,0.0939,2684.95,0,none
drywall,unforeseen_condition,30.7,61.07,1876.79,0.282,1375.51,0.1448,3723.3,0,none
drywall,owner_directive,45.8,63.57,2914.62,0.306,1599.2,0.0848,4896.56,0,none
steel,design_error,99.1,93.68,9284.67,0.286,12715.35,0.0738,23623.58,0,none
drywall,design_error,39.1,49.87,1949.79,0.347,1576.86,0.1418,4026.61,0,none
steel,owner_directive,837.7,99.71,83527.07,0.295,1691.18,0.07,91183.53,1,unrealistic_hours
steel,value_engineering,46.3,96.73,4482.88,0.3,5561.35,0.0749,10796.73,0,none
general,value_engineering,24.6,52.81,1300.73,0.348,719.65,0.1293,2281.68,0,none
drywall,owner_directive,41.3,61.25,2529.56,0.297,1997.57,0.0802,4890.27,0,none
concrete,design_error,52.7,173.78,9158.21,0.314,2823.56,0.1013,13195.52,1,labor_rate_spike
steel,value_engineering,94.8,76.66,7268.17,0.317,7833.11,0.0807,16319.83,0,none
plumbing,code_compliance,29.1,90.56,2637.88,0.306,1449.38,0.118,4569.43,0,none
hvac,unforeseen_condition,50.6,98.73,4993.59,0.308,5144.81,0.1135,11289.19,0,none
hvac,owner_directive,48.4,99.21,4800.45,0.291,10393.15,0.1367,17270.91,0,none
hvac,unforeseen_condition,69.5,77.98,5423.46,0.281,4438.77,0.1418,11260.29,0,none
hvac,unforeseen_condition,39.8,90.22,3589.77,0.341,3349.23,0.1004,7635.47,0,none
mechanical,code_compliance,34.8,91.91,3196.29,0.305,4464.2,0.1466,8783.52,0,none
concrete,unforeseen_condition,35.9,74.17,2659.77,0.281,2852.68,0.0617,5852.44,0,none
steel,code_compliance,16.9,78.62,1330.65,0.331,2752.01,0.0738,4383.93,0,none
drywall,design_error,59.8,55.84,3341.71,0.295,1894.54,0.1025,5772.87,0,none
mechanical,value_engineering,33.0,71.08,2347.24,0.734,1910.37,0.119,4764.23,1,labor_burden_inflation
concrete,owner_directive,76.3,57.38,4379.09,0.339,3536.18,0.7018,13470.21,1,inflated_markup
concrete,owner_directive,64.0,77.28,4945.25,0.306,6376.67,0.059,11990.22,0,none
drywall,code_compliance,343.1,53.6,18390.16,0.345,994.18,0.1261,21828.71,1,unrealistic_hours
plumbing,code_compliance,46.3,70.61,3266.41,0.333,2148.31,0.1492,6222.59,0,none
general,design_error,27.4,59.06,1620.34,0.302,806.92,0.1323,2748.36,0,none
plumbing,value_engineering,43.3,87.66,3797.53,0.283,1672.26,0.6525,9038.83,1,inflated_markup
mechanical,design_error,54.1,76.04,4111.58,0.315,2506.41,0.0803,7149.21,0,none
hvac,design_error,62.0,100.33,6217.89,0.305,5246.15,0.1407,13077.09,0,none
steel,value_engineering,67.5,103.77,7003.09,0.309,17293.1,0.0878,26429.51,0,none
concrete,code_compliance,74.3,68.09,5062.06,0.336,7689.35,0.1078,14125.56,0,none
drywall,code_compliance,12.7,60.01,764.6,0.341,529.84,0.1249,1456.14,0,none
steel,unforeseen_condition,11.0,81.19,892.28,0.341,1023.39,0.113,2132.14,0,none
concrete,code_compliance,21.8,56.33,1227.71,0.327,1075.4,0.0698,2463.78,0,none
steel,code_compliance,34.9,96.92,3383.36,0.334,7145.84,0.0769,11338.66,0,none
general,design_error,25.6,65.43,1676.33,0.293,992.88,0.1003,2936.85,0,none
mechanical,value_engineering,58.2,84.72,4928.08,0.305,6222.92,0.0999,12265.24,0,none
drywall,owner_directive,16.1,51.94,838.67,0.306,363.31,0.1326,1361.36,0,none
mechanical,value_engineering,7.9,97.05,764.32,0.322,576.52,0.1218,1504.12,0,none
steel,code_compliance,28.5,103.11,2936.54,0.314,6135.91,0.0547,9568.54,0,none
hvac,value_engineering,37.5,102.32,3841.76,0.3,5402.08,0.0988,10156.9,0,none
steel,owner_directive,29.0,87.15,2523.31,0.325,4650.23,0.1029,7911.8,0,none
steel,unforeseen_condition,59.2,94.36,5587.13,0.312,12200.46,0.0737,19099.17,0,none
electrical,code_compliance,17.9,92.27,1651.37,0.344,1874.52,0.1256,3968.86,0,none
concrete,code_compliance,73.6,61.31,4511.96,0.34,4505.16,0.0944,9868.07,0,none
hvac,design_error,22.1,84.16,1860.64,0.284,3981.44,0.0874,6352.57,0,none
hvac,unforeseen_condition,26.3,78.1,2050.45,0.281,4352.09,0.1269,7214.99,0,none
drywall,design_error,27.4,68.29,1873.9,0.288,684.04,0.1232,2873.07,0,none
steel,unforeseen_condition,14.0,99.65,1395.79,0.3,3952.9,0.0797,5774.93,0,none
drywall,design_error,54.3,55.27,3000.82,0.29,1071.57,0.1172,4549.61,0,none
mechanical,code_compliance,39.7,97.32,3867.16,0.305,2964.88,0.1378,7773.21,0,none
electrical,unforeseen_condition,35.1,79.79,2802.89,0.282,1208.07,0.3399,5374.29,1,inflated_markup
drywall,value_engineering,8.2,60.21,491.96,0.308,331.24,0.087,894.79,0,none
steel,unforeseen_condition,80.6,85.58,6900.33,0.887,19828.96,0.1116,29713.18,1,labor_burden_inflation
plumbing,code_compliance,27.0,75.75,2042.56,0.283,1624.52,0.1338,4157.74,0,none
electrical,code_compliance,16.0,71.52,1146.74,0.308,1345.96,0.1164,2782.88,0,none
drywall,owner_directive,35.0,50.61,1772.16,0.328,1385.94,0.1087,3501.37,0,none
mechanical,design_error,46.2,97.9,4519.79,0.328,3145.1,0.121,8592.26,0,none
general,design_error,29.3,73.01,2135.75,0.285,1263.89,0.5583,5297.66,1,inflated_markup
general,unforeseen_condition,32.4,60.42,1958.36,0.34,780.48,0.1215,3071.74,0,none
steel,value_engineering,89.6,82.73,7416.28,0.299,13430.9,0.0655,22212.26,0,none
steel,value_engineering,75.4,99.06,7470.36,0.327,17292.84,0.097,27164.45,0,none
electrical,owner_directive,21.9,82.35,1806.09,0.306,1447.44,0.1001,3579.1,0,none
hvac,value_engineering,61.9,94.1,5822.4,0.338,5970.06,0.117,13172.3,0,none
plumbing,owner_directive,15.9,77.15,1227.52,0.29,1384.59,0.1364,2968.36,0,none
electrical,code_compliance,30.5,73.64,2244.63,0.32,2190.35,0.1366,5040.88,0,none
general,owner_directive,29.2,68.27,1995.33,0.304,929.53,0.1751,3436.98,0,none
electrical,design_error,34.9,88.59,3088.93,0.319,3089.72,0.0965,6774.61,0,none
electrical,value_engineering,23.0,67.49,1553.63,0.348,1075.56,0.1361,2987.15,0,none
drywall,owner_directive,11.9,67.93,807.44,0.35,342.13,0.0964,1260.44,0,none
plumbing,unforeseen_condition,12.9,76.47,985.21,0.319,465.82,0.1029,1600.27,0,none
hvac,code_compliance,15.7,97.85,1533.8,0.349,1411.39,0.1224,3305.67,0,none
electrical,unforeseen_condition,34.3,66.64,2286.92,0.281,1964.2,0.1083,4711.44,0,none
drywall,design_error,48.7,54.31,2642.49,0.307,918.17,0.1102,3953.13,0,none
plumbing,value_engineering,9.2,83.2,767.95,0.333,3784.55,0.112,5062.38,1,material_cost_spike
hvac,code_compliance,27.2,89.98,2443.26,0.341,2322.31,0.0889,5189.25,0,none
electrical,owner_directive,7.0,93.99,654.57,0.821,725.37,0.1392,1572.02,1,labor_burden_inflation
drywall,value_engineering,28.0,53.66,1503.48,0.338,570.61,0.092,2264.89,0,none
general,unforeseen_condition,12.3,55.73,687.93,0.319,422.14,0.1667,1295.13,0,none
steel,owner_directive,70.6,83.25,5875.85,0.29,8542.3,0.0556,15219.55,0,none
steel,owner_directive,16.2,91.31,1479.45,0.754,1635.95,0.0888,3392.07,1,labor_burden_inflation
mechanical,code_compliance,16.5,77.78,1284.12,0.299,736.25,0.104,2230.43,0,none
steel,owner_directive,58.0,91.41,5298.16,0.299,5489.67,0.1166,12045.25,0,none
concrete,owner_directive,26.2,72.22,1894.63,0.317,1276.27,0.1006,3490.02,0,none
general,unforeseen_condition,27.0,70.6,1904.21,0.344,513.79,0.1522,2785.98,0,none
general,owner_directive,9.3,65.66,608.59,0.298,189.86,0.1688,933.2,0,none
steel,code_compliance,28.5,89.81,2557.94,0.297,5544.67,0.099,8904.6,0,none
drywall,unforeseen_condition,55.1,55.5,3059.1,0.324,1291.38,0.4866,6467.42,1,inflated_markup
electrical,code_compliance,5.5,89.79,496.61,0.335,337.94,0.1123,928.24,0,none
electrical,design_error,12.5,94.55,1179.05,0.326,1090.84,0.1104,2520.59,0,none
mechanical,owner_directive,23.2,72.23,1676.0,0.315,7262.36,0.1031,9859.9,1,material_cost_spike
electrical,value_engineering,35.3,71.02,2507.78,0.318,1319.71,0.1016,4216.23,0,none
general,design_error,20.6,71.84,1481.81,0.313,380.32,0.1182,2082.23,0,none
electrical,owner_directive,27.5,81.37,2241.11,0.286,1871.66,0.1293,4644.75,0,none
electrical,value_engineering,7.1,92.23,659.19,0.335,755.75,0.1378,1609.9,0,none
drywall,design_error,50.0,57.77,2886.88,0.338,1929.42,0.144,5509.67,0,none
drywall,owner_directive,52.3,56.29,2941.96,0.319,2300.48,0.1035,5785.12,0,none
general,unforeseen_condition,37.0,65.72,2433.24,0.287,869.63,0.1174,3690.52,0,none
hvac,design_error,53.7,87.3,4683.77,0.316,3926.54,0.1428,9840.24,0,none
general,code_compliance,9.6,62.44,597.81,0.31,185.26,0.1292,884.25,0,none
concrete,owner_directive,53.1,76.67,4070.53,0.346,5335.96,0.0588,9959.97,0,none
general,unforeseen_condition,29.0,74.34,2157.81,0.332,917.53,0.1622,3574.01,0,none
plumbing,owner_directive,28.8,84.61,2433.7,0.343,1412.3,0.1058,4252.87,0,none
mechanical,unforeseen_condition,26.2,86.29,2259.56,0.29,2317.53,0.0809,4947.2,0,none
hvac,value_engineering,64.0,272.81,17459.84,0.319,5711.61,0.0894,25242.98,1,labor_rate_spike
drywall,value_engineering,20.8,68.46,1424.18,0.631,864.19,0.131,2588.26,1,labor_burden_inflation
